id,line_no,counter,type,family,transcription,arithmetic,verdict,note,text
3b206148,37,5,try-counter,,1,,,,s5:
3b206148,37,5,split,open,,,,,"s5: try a case split: both standard order and little-endian order are still possible -> case A = standard order, case B = little-endian order."
3b206148,38,,split,case-open,,,,,Case A (standard order):
3b206148,39,6,try-counter,,1,,,,s6:
3b206148,39,6,kill,onesenum,1,1,0,3 stated pair(s) actually match the target,"s6: x != a+b-1: EQ5 ones: a ends B in {1,2}, b ends H in {2,3}, result ends I in {1,2,3,4,5,6,7,8,9}; 1+2 then -1 ends 2; 1+3 then -1 ends 3; 2+3 then -1 ends 4 -> none matches -> drop."
3b206148,40,7,try-counter,,1,,,,s7:
3b206148,40,7,kill,onesenum,1,1,0,3 stated pair(s) actually match the target,"s7: x != a+b+1: EQ5 ones: a ends B in {1,2}, b ends H in {2,3}, result ends I in {1,2,3,4,5,6,7,8,9}; 1+2 then +1 ends 4; 1+3 then +1 ends 5; 2+3 then +1 ends 6 -> none matches -> drop."
3b206148,41,8,try-counter,,1,,,,s8:
3b206148,41,8,pin,enumd,1,1,1,,"s8: B in {1,2} on EQ5: B = 2 fails (a=22, b=33: a+b = 55, result digit 1 would be 5 but H = 3) -> B = 1."
3b206148,42,9,try-counter,,1,,,,s9:
3b206148,42,9,pin,enumd,1,1,1,,"s9: H in {2,3} on EQ5: H = 2 fails (a = 11, b = 22, a+b = 33, result digit 1 would be 3 but H = 2) -> H = 3."
3b206148,43,10,try-counter,,1,,,,s10:
3b206148,43,10,pin,copy,1,1,1,,s10: EQ5: 11 a+b 33 = 44; result digit 1 is 4 -> H = 4.
3b206148,44,11,try-counter,,1,,,,s11:
3b206148,44,11,pin,copy,1,1,1,,s11: EQ5: 11 a+b 44 = 55; result digit 2 is 5 -> I = 5.
3b206148,45,12,try-counter,,1,,,,s12:
3b206148,45,12,pin,enumd,1,0,0,"64 -|a-b| 76 = -12 not 12 | 64 -|a-b| 86 = -22 not 22 | 64 -|a-b| 96 = -32 not 32 | killed [6] != pre minus survivor [6, 8, 9]","s12: D in {6,7,8,9} on EQ3: D = 6 fails (under -|a-b|: a=64, b=26: -|a-b| = 38, result digit 1 would be 3 but 3 is taken by H; a=64, b=76: -|a-b| = 12, result digit 1 would be 1 but 1 is taken by B; a=64, b=86: -|a-b| = 22, result digit 1 would be 2 but 2 is taken by G; a=64, b=96: -|a-b| = 32, result digit 1 would be 3 but 3 is taken by H; under a-b: a=64, b=26: a-b = 38, not negative but the result carries the sign glyph; a=64, b=76: a-b = -12, result digit 1 would be 1 but 1 is taken by B; a=64, b=86: a-b = -22, result digit 1 would be 2 but 2 is taken by G; a=64, b=96: a-b = -32, result digit 1 would be 3 but 3 is taken by H) -> D = 7."
3b206148,46,13,try-counter,,1,,,,s13:
3b206148,46,13,pin,enumd,1,,1,,"s13: G in {2,8,9} on EQ3: G = 2 fails (under -|a-b|: a = 74, b = 27, -|a-b| = 47, result digit 1 would be 4 but 4 is taken by H; under a-b: a = 74, b = 27, a-b = 47, not negative but the result carries the sign glyph); G = 8 fails (under -|a-b|: a = 74, b = 87, -|a-b| = 13, result digit 1 would be 1 but 1 is taken by B; under a-b: a = 74, b = 87, a-b = -13, result digit 1 would be 1 but 1 is taken by B) -> G = 9."
3b206148,47,14,try-counter,,1,,,,s14:
3b206148,47,14,pin,copy,1,1,1,,s14: EQ3: 74 a-b 97 = -23; result digit 1 is 2 -> I = 2.
3b206148,48,15,try-counter,,1,,,,s15:
3b206148,48,15,kill,onesenum,1,1,0,1 stated pair(s) actually match the target,"s15: x != a+b: EQ1 ones: a ends 1, b ends 7, result ends F in {6,8}; 1+7 ends 8 -> none matches -> drop."
3b206148,49,16,try-counter,,1,,,,s16:
3b206148,49,16,pin,ones_res,1,1,1,,"s16: EQ1 ones: a ends 1, b ends 7 -> 1+7 then +1 ends 9 -> F = 9."
3b206148,50,17,try-counter,,1,,,,s17:
3b206148,50,17,split,case-die,,,1,,s17: contradiction: F collides: F = 9 and F = 6. -> case A dies.
3b206148,51,,split,case-open,,,,,Case B (little-endian order):
3b206148,52,18,try-counter,,1,,,,s18:
3b206148,52,18,kill,onesenum,1,1,0,7 stated pair(s) actually match the target,"s18: x != a+b: EQ1 ones: a ends A in {1,2,3}, b ends C in {2,3,4}, result ends E in {1,2,3,4,5,6,7,8,9}; 1+2 ends 3; 1+3 ends 4; 1+4 ends 5; 2+3 ends 5; 2+4 ends 6; 3+2 ends 5; 3+4 ends 7 -> none matches -> drop."
3b206148,53,19,try-counter,,1,,,,s19:
3b206148,53,19,kill,onesenum,1,1,0,7 stated pair(s) actually match the target,"s19: x != a+b-1: EQ1 ones: a ends A in {1,2,3}, b ends C in {2,3,4}, result ends E in {1,2,3,4,5,6,7,8,9}; 1+2 then -1 ends 2; 1+3 then -1 ends 3; 1+4 then -1 ends 4; 2+3 then -1 ends 4; 2+4 then -1 ends 5; 3+2 then -1 ends 4; 3+4 then -1 ends 6 -> none matches -> drop."
3b206148,54,20,try-counter,,1,,,,s20:
3b206148,54,20,kill,onesenum,1,1,0,7 stated pair(s) actually match the target,"s20: x != a+b+1: EQ1 ones: a ends A in {1,2,3}, b ends C in {2,3,4}, result ends E in {1,2,3,4,5,6,7,8,9}; 1+2 then +1 ends 4; 1+3 then +1 ends 5; 1+4 then +1 ends 6; 2+3 then +1 ends 6; 2+4 then +1 ends 7; 3+2 then +1 ends 6; 3+4 then +1 ends 8 -> none matches -> drop."
3b206148,55,21,try-counter,,1,,,,s21:
3b206148,55,21,pin,enumd,1,1,1,,"s21: B in {1,2} on EQ5: B = 1 fails (a=11, b=33: a+b = 44, result digit 1 would be 4 but H = 3; a=11, b=44: a+b = 55, result digit 1 would be 5 but H = 4) -> B = 2."
3b206148,56,22,try-counter,,1,,,,s22:
3b206148,56,22,pin,enumd,1,1,1,,"s22: H in {3,4} on EQ5: H = 3 fails (a = 22, b = 33, a+b = 55, result digit 1 would be 5 but H = 3) -> H = 4."
3b206148,57,23,try-counter,,1,,,,s23:
3b206148,57,23,pin,copy,1,1,0,"result pos 1 letter is H, line pins I",s23: EQ5: 22 a+b 44 = 66; result digit 1 is 6 -> I = 6.
3b206148,58,24,try-counter,,1,,,,s24:
3b206148,58,24,pin,copy,1,1,0,"result pos 2 letter is I, line pins E",s24: EQ5: 22 a+b 44 = 66; result digit 2 is 6 -> E = 6.
3b206148,59,25,try-counter,,1,,,,s25:
3b206148,59,25,malformed,pin,,,,,"s25: EQ1 ones: a ends A in {1,3}, b ends C in {3,4}, result ends E=6; 1+3 ends 4; 1+4 ends 5; 3+4 ends 7 -> none matches -> backtrack -> A = 3."
3b206148,60,26,try-counter,,1,,,,s26:
3b206148,60,26,pin,enumd,0,1,1,"pre-domain [3, 4] contains digits outside tracked [1, 3, 5, 7, 8, 9]","s26: C in {3,4} on EQ1: C = 3 fails (a=23, b=73: a+b+1 = 97, result digit 1 would be 9 but E = 6) -> C = 4."
3b206148,61,27,try-counter,,1,,,,s27:
3b206148,61,27,pin,inv,0,1,1,a from pins = None not 23,"s27: EQ1: a = 23, result = 96; the only b in 10..99 with a+b+1 = 96 is 72 -> tens digit D = 7."
3b206148,62,28,try-counter,,1,,,,s28:
3b206148,62,28,kill,onesenum,0,1,0,"b-ones dom [0, 1, 5, 8, 9] contains digits outside tracked [1, 3, 5, 8, 9] | 1 stated pair(s) actually match the target","s28: y != a-b: EQ3 ones: a ends 7, b ends G in {0,1,5,8,9}, result ends I=6; 7-0 ends 7; 7-1 ends 6; 7-5 ends 2; 7-8 ends 9; 7-9 ends 8 -> none matches -> drop."
3b206148,63,29,try-counter,,1,,,,s29:
3b206148,63,29,pin,eliml,1,0,1,digit 2 of 98 is 9 not 8 | digit 2 of 98 is 9 not 8 | digit 2 of 98 is 9 not 8 | digit 1 of 98 is 8 not 9,"s29: free digits for F: {0,1,5,8,9}: F = 0 fails (EQ1: a = 23, b = 74, a+b+1 = 98, result digit 2 would be 8 but F = 0); F = 1 fails (EQ1: a = 23, b = 74, a+b+1 = 98, result digit 2 would be 8 but F = 1); F = 5 fails (EQ1: a = 23, b = 74, a+b+1 = 98, result digit 2 would be 8 but F = 5); F = 9 fails (EQ1: a = 23, b = 74, a+b+1 = 98, result digit 1 would be 9 but 9 is taken by F) -> F = 8."
3b206148,64,30,try-counter,,1,,,,s30:
3b206148,64,30,pin,eliml,1,0,1,47 -|a-b| 71 = -24 not 24 | digit 1 of 24 is 4 not 2 | 47 -|a-b| 75 = -28 not 28 | digit 1 of 28 is 8 not 2,"s30: free digits for G: {0,1,5,9}: G = 1 fails (EQ3: a = 47, b = 71, -|a-b| = 24, result digit 1 would be 2 but I = 6); G = 5 fails (EQ3: a = 47, b = 75, -|a-b| = 28, result digit 1 would be 2 but I = 6); G = 9 fails (EQ3: a = 47, b = 79, -|a-b| = 32, result digit 1 would be 3 but I = 6) -> G = 0."
3b206148,65,31,try-counter,,1,,,,s31:
3b206148,65,31,pin,eliml,0,0,1,result pos 1 letter is I not H | 35 -|a-b| 48 = -13 not 13 | digit 1 of 13 is 3 not 1 | 39 -|a-b| 48 = -9 not 9,"s31: free digits for J: {1,5,9}: J = 5 fails (EQ4: a=35, b=48: -|a-b| = 13, result digit 1 would be 1 but H = 4); J = 9 fails (EQ4: a=39, b=48: -|a-b| = 9, 1 digit(s) but the result has 2) -> J = 1."
3b206148,66,32,try-counter,,1,,,,s32:
3b206148,66,32,pin,taken,0,,1,listed A=3 but pinned None | listed E=9 but pinned 6,s32: every digit but 5 is taken (G=0 J=1 B=2 A=3 H=4 I=6 D=7 F=8 E=9) -> C = 5.
3b206148,67,,split,survivor,,,,,Only case B survives and it is fully forced.
3b206148,68,,Resolved,,0,,0,"x restated a+b+1, tracked a+b | two query letters share one digit (collision)",Resolved: little-endian order; x = a+b+1; C=5 E=6 I=6 G=0.
3b206148,69,,query-compute,operands,1,,1,,"Read the query operands little-endian (reverse the digits): #% -> 65, &( -> 06."
3b206148,70,,query-compute,compute,0,1,,rule a+b+1 != decided a+b,Compute: 65 a+b+1 06 = 72.
3b206148,71,,encode,,1,,1,,Encode digit by digit: 7=! 2=? -> !?; little-endian -> reverse to ?!.
3b206148,72,,boxed,,1,,,,\boxed{?!}
3b206148,74,,boxed,,1,,,,\boxed{?!}
3e5c7d9b,5,,table-scan,,1,,1,,"EQ1 ?<*]( chars: 1=? 2=< 3=* 4=] 5=( -> op * ; digits ? < ] ( ; RHS (""("" -> digits ( "" ( """
3e5c7d9b,6,,table-scan,,1,,1,,"EQ2 ]""-?| chars: 1=] 2="" 3=- 4=? 5=| -> op - ; digits ] "" ? | ; RHS -^"" -> leading - is the op glyph (sign), digits ^ """
3e5c7d9b,7,,table-scan,,1,,1,,EQ3 $<-/< chars: 1=$ 2=< 3=- 4=/ 5=< -> op - ; digits $ < / < ; RHS < -> digits <
3e5c7d9b,8,,table-scan,,1,,1,,"EQ4 ]$-|] chars: 1=] 2=$ 3=- 4=| 5=] -> op - ; digits ] $ | ] ; RHS |"" -> digits | """
3e5c7d9b,9,,table-scan,,1,,1,,"EQ5 [$+$$ chars: 1=[ 2=$ 3=+ 4=$ 5=$ -> op + ; digits [ $ $ $ ; RHS //"" -> digits / / """
3e5c7d9b,10,,table-scan,query,1,,1,,Query (<-[] chars: 1=( 2=< 3=- 4=[ 5=] -> op - ; digits ( < [ ]
3e5c7d9b,12,,union,digit-map,1,,1,,? -> A
3e5c7d9b,13,,union,digit-map,1,,1,,< -> B
3e5c7d9b,14,,union,digit-map,1,,1,,] -> C
3e5c7d9b,15,,union,digit-map,1,,1,,( -> D
3e5c7d9b,16,,union,digit-map,1,,1,,""" -> E"
3e5c7d9b,17,,union,digit-map,1,,1,,| -> F
3e5c7d9b,18,,union,digit-map,1,,1,,^ -> G
3e5c7d9b,19,,union,digit-map,1,,1,,$ -> H
3e5c7d9b,20,,union,digit-map,1,,1,,/ -> I
3e5c7d9b,21,,union,digit-map,1,,1,,[ -> J
3e5c7d9b,23,,union,op-map,1,,1,,* -> x
3e5c7d9b,24,,union,op-map,1,,1,,- -> y
3e5c7d9b,25,,union,op-map,1,,1,,+ -> z
3e5c7d9b,26,,union,disjoint,1,,1,,"Op glyphs: * - + (the literal arithmetic signs) ; digit-position glyphs: ? < ] ( "" | ^ $ / [ ; intersection: none -> disjoint. ok"
3e5c7d9b,28,,routing,query-letters,1,,1,,Query: (<-[] -> DB y JC
3e5c7d9b,30,,routing,header,,,,,Routing check on the query operator y: is each y example RHS just the operand symbols written next to each other?
3e5c7d9b,31,,routing,example,1,1,1,,"EQ2 RHS -^"" has 3 symbols, the operands have 4 -> not a juxtaposition."
3e5c7d9b,32,,routing,conclusion,,,,,No single juxtaposition order survives -> y is a value rule.
3e5c7d9b,34,1,try-counter,,1,,,,s1:
3e5c7d9b,34,1,policy,literal,1,,,,"s1: the operator glyphs are the literal + - * signs -> each follows its own family: '+' add-family, '*' times-family, '-' minus-family."
3e5c7d9b,35,2,try-counter,,1,,,,s2:
3e5c7d9b,35,2,policy,lead0,,,,,s2: no number starts with 0 -> a symbol in a leading position is not 0.
3e5c7d9b,36,3,try-counter,,1,,,,s3:
3e5c7d9b,36,3,kill,sign,,,,,"s3: y != |a-b|, a mod b, b mod a: EQ2 result carries the sign glyph but |a-b|, a mod b, b mod a never go negative -> drop."
3e5c7d9b,37,4,try-counter,,1,,,,s4:
3e5c7d9b,37,4,kill,sign,1,,1,,s4: y != -|a-b|: EQ3 result has no sign glyph but -|a-b| always writes one -> drop.
3e5c7d9b,38,5,try-counter,,1,,,,s5:
3e5c7d9b,38,5,bail,stall-mode,,,1,,s5: forced deduction stalls: both digit orders are still possible (mode undecided).
3e5c7d9b,39,6,try-counter,,1,,,,s6:
3e5c7d9b,39,6,bail,nosplit,,,,,s6: no single case split settles it: every binary choice leaves the answer undecided.
3e5c7d9b,40,7,try-counter,,1,,,,s7:
3e5c7d9b,40,7,bail,guess-order,,,1,,s7: best guess at the order level: standard order is the more common convention -> assume standard order (guess).
3e5c7d9b,41,8,try-counter,,1,,,,s8:
3e5c7d9b,41,8,bail,stall-op,,,1,,s8: forced deduction stalls: query-op-ambiguous.
3e5c7d9b,42,9,try-counter,,1,,,,s9:
3e5c7d9b,42,9,bail,guess-rule,1,,1,,s9: best guess at the rule level: a-b is the most common rule still possible -> assume y = a-b (guess).
3e5c7d9b,43,10,try-counter,,1,,,,s10:
3e5c7d9b,43,10,bail,stall-digit,,,1,,s10: forced deduction stalls: query-digit-unpinned.
3e5c7d9b,44,11,try-counter,,1,,,,s11:
3e5c7d9b,44,11,bail,guess-digit,1,,1,,s11: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume D = 1 (guess).
3e5c7d9b,45,12,try-counter,,1,,,,s12:
3e5c7d9b,45,12,bail,stall-digit,,,1,,s12: forced deduction stalls: query-digit-unpinned.
3e5c7d9b,46,13,try-counter,,1,,,,s13:
3e5c7d9b,46,13,bail,guess-digit,1,,1,,s13: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume B = 2 (guess).
3e5c7d9b,47,14,try-counter,,1,,,,s14:
3e5c7d9b,47,14,kill,onesenum,1,1,1,,"s14: x != a*b: EQ1 ones: a ends 2, b ends 1, result ends E in {3,4,5,6,7,8,9}; 2*1 ends 2 -> none matches -> drop."
3e5c7d9b,48,15,try-counter,,1,,,,s15:
3e5c7d9b,48,15,kill,onesenum,1,1,1,,"s15: x != a*b-1: EQ1 ones: a ends 2, b ends 1, result ends E in {3,4,5,6,7,8,9}; 2*1 then -1 ends 1 -> none matches -> drop."
3e5c7d9b,49,16,try-counter,,1,,,,s16:
3e5c7d9b,49,16,kill,onesenum,1,1,0,1 stated pair(s) actually match the target,"s16: x != a*b+1: EQ1 ones: a ends 2, b ends 1, result ends E in {3,4,5,6,7,8,9}; 2*1 then +1 ends 3 -> none matches -> drop."
3e5c7d9b,50,17,try-counter,,1,,,,s17:
3e5c7d9b,50,17,bail,guess-die,1,,1,,s17: contradiction: every rule for x is eliminated. -> the B = 2 guess dies; exclude it.
3e5c7d9b,51,18,try-counter,,1,,,,s18:
3e5c7d9b,51,18,bail,stall-digit,,,1,,s18: forced deduction stalls: query-digit-unpinned.
3e5c7d9b,52,19,try-counter,,1,,,,s19:
3e5c7d9b,52,19,bail,guess-digit,1,,1,,s19: best guess at the digit level: take the smallest candidate of the most constrained query symbol -> assume B = 3 (guess).
3e5c7d9b,53,20,try-counter,,1,,,,s20:
3e5c7d9b,53,20,kill,onesenum,1,1,1,,"s20: x != a*b-1: EQ1 ones: a ends 3, b ends 1, result ends E in {4,5,6,7,8,9}; 3*1 then -1 ends 2 -> none matches -> drop."
3e5c7d9b,54,21,try-counter,,1,,,,s21:
3e5c7d9b,54,21,kill,onesenum,1,1,0,1 stated pair(s) actually match the target,"s21: x != a*b+1: EQ1 ones: a ends 3, b ends 1, result ends E in {4,5,6,7,8,9}; 3*1 then +1 ends 4 -> none matches -> drop."
3e5c7d9b,55,22,try-counter,,1,,,,s22:
3e5c7d9b,55,22,bail,guess-die,1,,0,live rules remain for x: ['a*b'],s22: contradiction: every rule for x is eliminated. -> the B = 3 guess dies; exclude it.
3e5c7d9b,56,23,try-counter,,1,,,,s23:
3e5c7d9b,56,23,bail,assemble,1,,1,,s23: refinement exhausted -> assemble the most constrained reading: y = a-b (highest prior remaining); B = 4 (smallest remaining candidate); C = 2 (smallest remaining candidate); D = 1 (smallest remaining candidate); J = 3 (smallest remaining candidate) (guess).
3e5c7d9b,57,,bail,best-guess-summary,1,,1,,Best guess: standard order; y = a-b; D=1 B=4 J=3 C=2.
3e5c7d9b,58,,query-compute,operands,1,,1,,"Query operands: (< -> 14, [] -> 32."
3e5c7d9b,59,,query-compute,compute,1,1,,,Compute: 14 a-b 32 = -18.
3e5c7d9b,60,,encode,,0,1,1,"digit 8 encodes as None per pins, line wrote '""'","Encode digit by digit: 1=( 8="" -> (""; negative -> sign glyph - in front: -(""."
3e5c7d9b,61,,boxed,,1,,,,"\boxed{-(""}"
3e5c7d9b,63,,boxed,,1,,,,"\boxed{-(""}"
41554020,5,,table-scan,,1,,1,,"EQ1 |""'"""" chars: 1=| 2="" 3=' 4="" 5="" -> op ' ; digits | "" "" "" ; RHS |##} -> digits | # # }"
41554020,6,,table-scan,,1,,1,,"EQ2 ^^'?? chars: 1=^ 2=^ 3=' 4=? 5=? -> op ' ; digits ^ ^ ? ? ; RHS ""|: -> digits "" | :"
41554020,7,,table-scan,,1,,1,,"EQ3 ""@'|"" chars: 1="" 2=@ 3=' 4=| 5="" -> op ' ; digits "" @ | "" ; RHS }""}{ -> digits } "" } {"
41554020,8,,table-scan,,1,,1,,"EQ4 #}-#^ chars: 1=# 2=} 3=- 4=# 5=^ -> op - ; digits # } # ^ ; RHS -| -> leading - is the op glyph (sign), digits |"
41554020,9,,table-scan,,1,,1,,EQ5 #|'#} chars: 1=# 2=| 3=' 4=# 5=} -> op ' ; digits # | # } ; RHS &&? -> digits & & ?
41554020,10,,table-scan,query,1,,1,,Query |:-}@ chars: 1=| 2=: 3=- 4=} 5=@ -> op - ; digits | : } @
41554020,12,,union,digit-map,1,,1,,| -> A
41554020,13,,union,digit-map,1,,1,,""" -> B"
41554020,14,,union,digit-map,1,,1,,# -> C
41554020,15,,union,digit-map,1,,1,,} -> D
41554020,16,,union,digit-map,1,,1,,^ -> E
41554020,17,,union,digit-map,1,,1,,? -> F
41554020,18,,union,digit-map,1,,1,,: -> G
41554020,19,,union,digit-map,1,,1,,@ -> H
41554020,20,,union,digit-map,1,,1,,{ -> I
41554020,21,,union,digit-map,1,,1,,& -> J
41554020,23,,union,op-map,1,,1,,' -> x
41554020,24,,union,op-map,1,,1,,- -> y
41554020,25,,union,disjoint,1,,1,,"Op glyphs: ' - ; digit-position glyphs: | "" # } ^ ? : @ { & ; intersection: none -> disjoint. ok"
41554020,27,,routing,query-letters,1,,1,,Query: |:-}@ -> AG y DH
41554020,29,,routing,header,,,,,Routing check on the query operator y: is each y example RHS just the operand symbols written next to each other?
41554020,30,,routing,example,1,1,1,,"EQ4 RHS -| has 2 symbols, the operands have 4 -> not a juxtaposition."
41554020,31,,routing,conclusion,,,,,No single juxtaposition order survives -> y is a value rule.
41554020,33,1,try-counter,,1,,,,s1:
41554020,33,1,policy,arbitrary,1,,,,s1: the operator glyphs are arbitrary symbols -> use the observed rule set for each.
41554020,34,2,try-counter,,1,,,,s2:
41554020,34,2,policy,lead0,,,,,s2: no number starts with 0 -> a symbol in a leading position is not 0.
41554020,35,3,try-counter,,1,,,,s3:
41554020,35,3,kill,range,1,1,1,,"s3: x != |a-b|, a+b, a+b-1, a+b+1, a mod b, b mod a, b-a, a-b: EQ1 result has 4 digit(s) (value 1000..9999) but with a in 10..99, b in 10..99: |a-b| <= 89, a+b <= 198, a+b-1 <= 197, a+b+1 <= 199, a mod b <= 98, b mod a <= 98, b-a <= 89, a-b <= 89 -> drop."
41554020,36,4,try-counter,,1,,,,s4:
41554020,36,4,kill,sign,1,,1,,s4: x != -|a-b|: EQ1 result has no sign glyph but -|a-b| always writes one -> drop.
41554020,37,5,try-counter,,1,,,,s5:
41554020,37,5,kill,2mode,1,1,0,1 stated pair(s) actually match the target,"s5: x != a*b-1: standard: EQ1 ones: a ends B in {1,2}, b ends B in {1,2}, result ends D in {3,4}; 1*1 then -1 ends 0; 1*2 then -1 ends 1; 2*1 then -1 ends 1; 2*2 then -1 ends 3 -> none matches; little-endian: EQ1 ones: a ends A in {2,3}, b ends B in {1,2}, result ends a's ones symbol; 2*1 then -1 ends 1; 3*1 then -1 ends 2; 3*2 then -1 ends 5 -> none matches -> drop."
41554020,38,6,try-counter,,1,,,,s6:
41554020,38,6,kill,2mode,1,1,0,2 stated pair(s) actually match the target,"s6: x != a*b+1: standard: EQ1 ones: a ends B in {1,2}, b ends B in {1,2}, result ends D in {3,4}; 1*1 then +1 ends 2; 1*2 then +1 ends 3; 2*1 then +1 ends 3; 2*2 then +1 ends 5 -> none matches; little-endian: EQ1 ones: a ends A in {2,3}, b ends B in {1,2}, result ends a's ones symbol; 2*1 then +1 ends 3; 3*1 then +1 ends 4; 3*2 then +1 ends 7 -> none matches -> drop."
41554020,39,7,try-counter,,1,,,,s7:
41554020,39,7,kill,norepl,1,,,,s7: rules are drawn without replacement -> y is not a*b.
41554020,40,8,try-counter,,1,,,,s8:
41554020,40,8,kill,modekill,1,1,0,2 stated pair(s) actually match the target,"s8: little-endian order dies on x: a*b: EQ1 ones: a ends A in {2,3}, b ends B in {1,2}, result ends a's ones symbol; 2*1 ends 2; 3*1 ends 3; 3*2 ends 6 -> none matches -> standard order."
41554020,41,9,try-counter,,1,,,,s9:
41554020,41,9,pin,enumd,1,1,1,,"s9: B in {1,2} on EQ1: B = 2 fails (a=32, b=22: a*b = 704, 3 digit(s) but the result has 4) -> B = 1."
41554020,42,10,try-counter,,1,,,,s10:
41554020,42,10,pin,enumd,1,1,1,,"s10: A in {2,3} on EQ1: A = 3 fails (a = 31, b = 11, a*b = 341, 3 digit(s) but the result has 4) -> A = 2."
41554020,43,11,try-counter,,1,,,,s11:
41554020,43,11,pin,copy,1,1,0,"value 231 has 3 digits, result has 4 -> pin does not follow","s11: EQ1: 21 a*b 11 = 231, result digit 2 is 3 -> C = 3."
41554020,44,12,try-counter,,1,,,,s12:
41554020,44,12,pin,enumd,1,1,1,,"s12: F in {4,5,6,7,8,9} on EQ2: F = 4 fails (ones 4*4 ends 6 not 1); F = 5 fails (ones 5*5 ends 5 not 1); F = 6 fails (ones 6*6 ends 6 not 1); F = 7 fails (ones 7*7 ends 9 not 1); F = 8 fails (ones 8*8 ends 4 not 1) -> F = 9."
41554020,45,13,try-counter,,1,,,,s13:
41554020,45,13,pin,ones_res,0,1,1,a-ones pin is None not 6,"s13: EQ2 ones: a ends 6, b ends 9 -> 6*9 ends 4 -> G = 4."
41554020,46,14,try-counter,,1,,,,s14:
41554020,46,14,pin,inv,1,0,0,14 does not satisfy a*b = 124 | inverse solutions in 10..99 = [],"s14: EQ2: b = 99, result = 124; the only a in 10..99 with a*b = 124 is 14 -> tens digit E = 1."
41554020,47,15,try-counter,,1,,,,s15:
41554020,47,15,kill,sign,,,,,"s15: y != |a-b|, a+b, a+b-1, a+b+1, a mod b, b mod a, b-a, a-b: EQ4 result carries the sign glyph but |a-b|, a+b, a+b-1, a+b+1, a mod b, b mod a, b-a, a-b never go negative -> drop."
41554020,48,16,try-counter,,1,,,,s16:
41554020,48,16,kill,onesenum,0,1,1,"a-ones dom [0, 5] contains digits outside tracked [5, 6, 7, 8]","s16: y != a*b-1: EQ4 ones: a ends D in {0,5}, b ends 1, result ends A=2; 0*1 then -1 ends 9; 5*1 then -1 ends 4 -> none matches -> drop."
41554020,49,17,try-counter,,1,,,,s17:
41554020,49,17,kill,onesenum,0,1,1,"a-ones dom [0, 5] contains digits outside tracked [5, 6, 7, 8]","s17: y != a*b+1: EQ4 ones: a ends D in {0,5}, b ends 1, result ends A=2; 0*1 then +1 ends 1; 5*1 then +1 ends 6 -> none matches -> drop."
41554020,50,18,try-counter,,1,,,,s18:
41554020,50,18,pin,enumd,0,0,1,"pre-domain [0, 5] contains digits outside tracked [5, 6, 7, 8] | 35 -|a-b| 31 = -4 not 4","s18: D in {0,5} on EQ4: D = 5 fails (a = 35, b = 31, -|a-b| = 4, result digit 1 would be 4 but A = 2) -> D = 0."
41554020,51,19,try-counter,,1,,,,s19:
41554020,51,19,pin,eliml,1,1,1,,"s19: free digits for H: {5,6,7,8}: H = 6 fails (EQ3: a = 16, b = 21, a*b = 336, 3 digit(s) but the result has 4); H = 7 fails (EQ3: a = 17, b = 21, a*b = 357, 3 digit(s) but the result has 4); H = 8 fails (EQ3: a = 18, b = 21, a*b = 378, 3 digit(s) but the result has 4) -> H = 5."
41554020,52,20,try-counter,,1,,,,s20:
41554020,52,20,pin,eliml,1,1,1,,"s20: free digits for I: {6,7,8}: I = 6 fails (EQ3: a = 15, b = 21, a*b = 315, 3 digit(s) but the result has 4); I = 7 fails (EQ3: a = 15, b = 21, a*b = 315, 3 digit(s) but the result has 4) -> I = 8."
41554020,53,21,try-counter,,1,,,,s21:
41554020,53,21,pin,taken,1,,0,"listed digits [0, 1, 1, 2, 3, 4, 5, 8, 9] != all-but-6",s21: every digit but 6 is taken (D=0 B=1 E=1 A=2 C=3 G=4 H=5 I=8 F=9) -> J = 6.
41554020,54,,Resolved,,1,,1,,Resolved: standard order; y = -|a-b|; A=2 G=4 D=0 H=5.
41554020,55,,query-compute,operands,1,,1,,"Query operands: |: -> 24, }@ -> 05."
41554020,56,,query-compute,compute,1,0,,24 -|a-b| 5 = -19 not 19,Compute: 24 -|a-b| 05 = 19.
41554020,57,,encode,,1,0,1,value 19 is not negative,Encode digit by digit: 1=^ 9=? -> ^?; negative -> sign glyph - in front: -^?.
41554020,58,,boxed,,1,,,,\boxed{-^?}
41554020,60,,boxed,,1,,,,\boxed{-^?}
42bde66c,5,,table-scan,,1,,1,,EQ1 /^*#{ chars: 1=/ 2=^ 3=* 4=# 5={ -> op * ; digits / ^ # { ; RHS #{/^ -> digits # { / ^
42bde66c,6,,table-scan,,1,,1,,"EQ2 )&-#< chars: 1=) 2=& 3=- 4=# 5=< -> op - ; digits ) & # < ; RHS -(^ -> leading - is the op glyph (sign), digits ( ^"
42bde66c,7,,table-scan,,1,,1,,EQ3 (^+<{ chars: 1=( 2=^ 3=+ 4=< 5={ -> op + ; digits ( ^ < { ; RHS {( -> digits { (
42bde66c,8,,table-scan,query,1,,1,,Query #<+#/ chars: 1=# 2=< 3=+ 4=# 5=/ -> op + ; digits # < # /
42bde66c,10,,union,digit-map,1,,1,,/ -> A
42bde66c,11,,union,digit-map,1,,1,,^ -> B
